source,contest_key,contest_agg_id,category_key,category,contest,contest_total_votes,precincts_total,precincts_reporting,registered_voters,ballots_cast,candidate_index,candidate,party,votes,pct,winner_flag,choice_agg_id,crc,cro
sum,3950,3950,,,"HOUSE OF DELEGATES, 50th District",5914,1,1,0,6210,2,SCOTTY BOWMAN,,399,6.74670273926277,0,3,0,0
sum,4000,4000,,,"HOUSE OF DELEGATES, 51st District",7278,1,1,0,7686,0,MARSHALL W. CLAY,REP,4882,67.0788678208299,0,1,0,0
sum,4000,4000,,,"HOUSE OF DELEGATES, 51st District",7278,1,1,0,7686,1,MELISSA J. COLAGROSSO,DEM,2396,32.9211321791701,0,2,0,0
sum,4050,4050,,,"HOUSE OF DELEGATES, 52nd District",6782,2,2,0,7314,0,TRESA HOWELL,REP,4088,60.2772043644943,0,1,0,0
sum,4050,4050,,,"HOUSE OF DELEGATES, 52nd District",6782,2,2,0,7314,1, THOMAS JONES,DEM,2694,39.7227956355057,0,2,0,0
sum,4100,4100,,,"HOUSE OF DELEGATES, 53rd District",6500,1,1,0,7026,0,TRISTAN  LEAVITT,REP,3893,59.8923076923077,0,1,0,0
sum,4100,4100,,,"HOUSE OF DELEGATES, 53rd District",6500,1,1,0,7026,1,CHRIS  SMITH,DEM,2607,40.1076923076923,0,2,0,0
sum,4150,4150,,,"HOUSE OF DELEGATES, 54th District",6157,1,1,0,6578,0,MIKE PUSHKIN,DEM,4611,74.8903686860484,0,2,0,0
sum,4150,4150,,,"HOUSE OF DELEGATES, 54th District",6157,1,1,0,6578,1,JULIEN AKLEI,REP,1546,25.1096313139516,0,1,0,0
sum,4200,4200,,,"HOUSE OF DELEGATES, 55th District",8245,1,1,0,8625,0,JB AKERS,REP,4926,59.7453001819284,0,1,0,0
sum,4200,4200,,,"HOUSE OF DELEGATES, 55th District",8245,1,1,0,8625,1,LINDA BODIE,DEM,3319,40.2546998180716,0,2,0,0
sum,4250,4250,,,"HOUSE OF DELEGATES, 56th District",8085,1,1,0,8484,0,KAYLA YOUNG,DEM,4198,51.9233147804576,0,2,0,0
sum,4250,4250,,,"HOUSE OF DELEGATES, 56th District",8085,1,1,0,8484,1,ANDREW G. ANDERSON,REP,3887,48.0766852195424,0,1,0,0
sum,4300,4300,,,"HOUSE OF DELEGATES, 57th District",7293,1,1,0,7843,0,HOLLIS T. LEWIS,DEM,4006,54.929384341149,0,2,0,0
sum,4300,4300,,,"HOUSE OF DELEGATES, 57th District",7293,1,1,0,7843,1,MARK  CARTER,REP,3287,45.070615658851,0,1,0,0
sum,4350,4350,,,"HOUSE OF DELEGATES, 58th District",5842,1,1,0,7862,0,WALTER HALL,REP,5842,100,0,1,0,0
sum,4400,4400,,,"HOUSE OF DELEGATES, 59th District",5636,1,1,0,7342,0,ANDY SHAMBLIN,REP,5636,100,0,1,0,0
sum,4450,4450,,,"HOUSE OF DELEGATES, 60th District",6346,1,1,0,7757,0,DANA FERRELL,REP,6346,100,0,1,0,0
sum,4500,4500,,,"HOUSE OF DELEGATES, 61st District",6328,1,1,0,7566,0,DEAN JEFFRIES,REP,6328,100,0,1,0,0
sum,4550,4550,,,"HOUSE OF DELEGATES, 62nd District",6224,3,3,0,7477,0,ROGER  HANSHAW,REP,6224,100,0,1,0,0
sum,4600,4600,,,"HOUSE OF DELEGATES, 63rd District",5501,2,2,0,6522,0,LORI COWGER DITTMAN,REP,5501,100,0,1,0,0
sum,4650,4650,,,"HOUSE OF DELEGATES, 64th District",6474,2,2,0,7555,0,ADAM BURKHAMMER,REP,6474,100,0,1,0,0
sum,4700,4700,,,"HOUSE OF DELEGATES, 65th District",6895,1,1,0,7281,0,CARL “ROBBIE” MARTIN,REP,5321,77.1718636693256,0,1,0,0
sum,4700,4700,,,"HOUSE OF DELEGATES, 65th District",6895,1,1,0,7281,1,MATTHEW KERNER,DEM,1574,22.8281363306744,0,2,0,0
sum,4750,4750,,,"HOUSE OF DELEGATES, 66th District",6869,2,2,0,7299,0,JONATHAN B. KYLE,REP,4826,70.2576794293201,0,1,0,0
sum,4750,4750,,,"HOUSE OF DELEGATES, 66th District",6869,2,2,0,7299,1,DAMA M. NESTOR,DEM,2043,29.7423205706799,0,2,0,0
sum,4800,4800,,,"HOUSE OF DELEGATES, 67th District",7990,2,2,0,8479,0,ELIAS COOP-GONZALEZ,REP,4358,54.5431789737171,0,1,0,0
sum,4800,4800,,,"HOUSE OF DELEGATES, 67th District",7990,2,2,0,8479,1,CODY H. THOMPSON,DEM,3632,45.4568210262829,0,2,0,0
sum,4850,4850,,,"HOUSE OF DELEGATES, 68th District",6826,2,2,0,8011,0,CHRIS PHILLIPS,REP,6826,100,0,1,0,0
sum,4900,4900,,,"HOUSE OF DELEGATES, 69th District",7504,2,2,0,8848,0,KEITH MARPLE,REP,7504,100,0,1,0,0
sum,4950,4950,,,"HOUSE OF DELEGATES, 70th District",6241,1,1,0,6540,0,MICKEY PETITTO,REP,3505,56.1608716551835,0,1,0,0
sum,4950,4950,,,"HOUSE OF DELEGATES, 70th District",6241,1,1,0,6540,1,SHANNON R WELSH,DEM,2736,43.8391283448165,0,2,0,0
sum,5000,5000,,,"HOUSE OF DELEGATES, 71st District",7201,1,1,0,8998,0,LAURA  KIMBLE,REP,7201,100,0,1,0,0
sum,5050,5050,,,"HOUSE OF DELEGATES, 72nd District",6145,2,2,0,7111,0,CLAY RILEY,REP,6145,100,0,1,0,0
sum,5100,5100,,,"HOUSE OF DELEGATES, 73rd District",6710,2,2,0,7909,0,BRYAN SMITH,REP,6710,100,0,1,0,0
sum,5150,5150,,,"HOUSE OF DELEGATES, 74th District",8360,1,1,0,8715,0,MICHAEL E. DEVAULT,REP,6023,72.0454545454545,0,1,0,0
sum,5150,5150,,,"HOUSE OF DELEGATES, 74th District",8360,1,1,0,8715,1,FRANKIE DELAPAS,DEM,2337,27.9545454545455,0,2,0,0
sum,5200,5200,,,"HOUSE OF DELEGATES, 75th District",8025,1,1,0,8339,0,PHIL MALLOW,REP,4467,55.6635514018692,0,1,0,0
sum,5200,5200,,,"HOUSE OF DELEGATES, 75th District",8025,1,1,0,8339,1,STEPHANIE SPEARS TOMANA,DEM,3558,44.3364485981308,0,2,0,0
sum,5250,5250,,,"HOUSE OF DELEGATES, 76th District",7000,1,1,0,7281,0,RICK GARCIA,DEM,3568,50.9714285714286,0,2,0,0
sum,5250,5250,,,"HOUSE OF DELEGATES, 76th District",7000,1,1,0,7281,1,JON DODDS,REP,3432,49.0285714285714,0,1,0,0
sum,5300,5300,,,"HOUSE OF DELEGATES, 77th District",6984,2,2,0,8582,0,JOE STATLER,REP,6984,100,0,1,0,0
sum,5350,5350,,,"HOUSE OF DELEGATES, 78th District",8335,1,1,0,8782,0,GENO CHIARELLI,REP,4641,55.6808638272346,0,1,0,0
sum,5350,5350,,,"HOUSE OF DELEGATES, 78th District",8335,1,1,0,8782,1,DIANE MARKET GASTON,DEM,3694,44.3191361727654,0,2,0,0
sum,5400,5400,,,"HOUSE OF DELEGATES, 79th District",4496,1,1,0,5439,0,EVAN HANSEN,DEM,4496,100,0,1,0,0
sum,5450,5450,,,"HOUSE OF DELEGATES, 80th District",5587,1,1,0,5811,0,JOHN WILLIAMS,DEM,3283,58.7614104170396,0,2,0,0
sum,5450,5450,,,"HOUSE OF DELEGATES, 80th District",5587,1,1,0,5811,1,SUMMER D.  HARTLEY,REP,2304,41.2385895829604,0,1,0,0
sum,5500,5500,,,"HOUSE OF DELEGATES, 81st District",3456,1,1,0,4519,0,ANITRA L. HAMILTON,DEM,3456,100,0,1,0,0
sum,5550,5550,,,"HOUSE OF DELEGATES, 82nd District",8633,1,1,0,8980,0,DAVID  McCORMICK,REP,4657,53.9441677284837,0,1,0,0
sum,5550,5550,,,"HOUSE OF DELEGATES, 82nd District",8633,1,1,0,8980,1,BILL REGER-NASH,DEM,3976,46.0558322715163,0,2,0,0
sum,5600,5600,,,"HOUSE OF DELEGATES, 83rd District",5910,1,1,0,6899,0,GEORGE STREET,REP,5910,100,0,1,0,0
sum,5650,5650,,,"HOUSE OF DELEGATES, 84th District",6455,1,1,0,7664,0,D. R. BUCK  JENNINGS,REP,6455,100,0,1,0,0
sum,5700,5700,,,"HOUSE OF DELEGATES, 85th District",7403,2,2,0,9291,0,JOHN PAUL HOTT II,REP,7403,100,0,1,0,0
sum,5750,5750,,,"HOUSE OF DELEGATES, 86th District",6623,2,2,0,8042,0,BRYAN C. WARD,REP,6623,100,0,1,0,0
sum,5800,5800,,,"HOUSE OF DELEGATES, 87th District",6744,1,1,0,8106,0,GARY G. HOWELL,REP,6744,100,0,1,0,0
sum,5850,5850,,,"HOUSE OF DELEGATES, 88th District",7872,2,2,0,8296,0,RICK HILLENBRAND,REP,6176,78.4552845528455,0,1,0,0
sum,5850,5850,,,"HOUSE OF DELEGATES, 88th District",7872,2,2,0,8296,1,AMANDA VINCENT,DEM,1696,21.5447154471545,0,2,0,0
sum,5900,5900,,,"HOUSE OF DELEGATES, 89th District",8391,2,2,0,8850,0,DARREN J THORNE,REP,6665,79.4303420331307,0,2,0,0
sum,5900,5900,,,"HOUSE OF DELEGATES, 89th District",8391,2,2,0,8850,1,ALYSON REEVES,DEM,1726,20.5696579668693,0,1,0,0
sum,5950,5950,,,"HOUSE OF DELEGATES, 90th District",8712,2,2,0,10293,0,GEORGE MILLER,REP,8712,100,0,1,0,0
sum,6000,6000,,,"HOUSE OF DELEGATES, 91st District",7834,1,1,0,8764,0,JOSEPH DE SOTO,REP,5974,76.257339800868,0,1,0,0
sum,6000,6000,,,"HOUSE OF DELEGATES, 91st District",7834,1,1,0,8764,1,RICK THOMSON,CST,1860,23.742660199132,0,2,0,0
sum,6050,6050,,,"HOUSE OF DELEGATES, 92nd District",7176,1,1,0,8866,0,MICHAEL HITE,REP,7176,100,0,1,0,0
sum,6100,6100,,,"HOUSE OF DELEGATES, 93rd District",5159,1,1,0,6769,0,MIKE HORNBY,REP,5159,100,0,1,0,0
sum,6150,6150,,,"HOUSE OF DELEGATES, 94th District",6413,1,1,0,8037,0,LARRY D KUMP,REP,6413,100,0,1,0,0
sum,6200,6200,,,"HOUSE OF DELEGATES, 95th District",7238,1,1,0,7562,0,CHARLES “CHUCK” K. HORST,REP,4877,67.380491848577,0,1,0,0
sum,6200,6200,,,"HOUSE OF DELEGATES, 95th District",7238,1,1,0,7562,1,DEBI CARROLL,DEM,2361,32.619508151423,0,2,0,0
sum,6250,6250,,,"HOUSE OF DELEGATES, 96th District",7576,1,1,0,7920,0,LISA  WHITE,REP,5383,71.0533262935586,0,1,0,0
sum,6250,6250,,,"HOUSE OF DELEGATES, 96th District",7576,1,1,0,7920,1,ANIQUA “NIKKI” LOWER,DEM,2193,28.9466737064414,0,2,0,0
sum,6300,6300,,,"HOUSE OF DELEGATES, 97th District",8482,2,2,0,8733,0,S. CHRIS ANDERS,REP,4594,54.1617543032304,0,1,0,0
sum,6300,6300,,,"HOUSE OF DELEGATES, 97th District",8482,2,2,0,8733,1,LUCIA VALENTINE,DEM,3888,45.8382456967696,0,2,0,0
sum,6350,6350,,,"HOUSE OF DELEGATES, 98th District",7783,1,1,0,8098,0,JOE FUNKHOUSER,REP,5136,65.9899781575228,0,1,0,0
sum,6350,6350,,,"HOUSE OF DELEGATES, 98th District",7783,1,1,0,8098,1,TROY N. MILLER,DEM,2647,34.0100218424772,0,2,0,0
sum,6400,6400,,,"HOUSE OF DELEGATES, 99th District",8969,1,1,0,9358,0,WAYNE CLARK,REP,5199,57.9663284647118,0,1,0,0
sum,6400,6400,,,"HOUSE OF DELEGATES, 99th District",8969,1,1,0,9358,1,OSMUND ANTONIO ANDERSON,DEM,3770,42.0336715352882,0,2,0,0
sum,6450,6450,,,"HOUSE OF DELEGATES, 100th District",8637,1,1,0,8888,0,WILLIAM RIDENOUR,REP,4610,53.3750144726178,0,1,0,0
sum,6450,6450,,,"HOUSE OF DELEGATES, 100th District",8637,1,1,0,8888,1,MARIA RUSSO,DEM,4027,46.6249855273822,0,2,0,0
sum,6500,6500,,,Amendment No.1: Protection of Persons Against Medically Assisted Suicide,674924,55,55,0,770587,0,FOR,,340403,50.4357527662374,0,1,0,0
sum,6500,6500,,,Amendment No.1: Protection of Persons Against Medically Assisted Suicide,674924,55,55,0,770587,1,AGAINST,,334521,49.5642472337626,0,2,0,0
sum,6550,6550,,,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2",26493,1,1,0,31259,0,MICHAEL E. FROBLE,,13397,50.5680745857396,0,1,0,0
sum,6550,6550,,,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2",26493,1,1,0,31259,1,RUSSELL O. “RUSTY” WOOTON,,13096,49.4319254142604,0,2,0,0
