contest_key,contest,category_key,category,county,county_eid,county_cid,county_precincts_total,county_precincts_reporting,county_total_votes,candidate_index,candidate,party,votes,pct
350,SECRETARY OF STATE,C_0,Results,Upshur,122815,0008,20,20,9333,0,KRIS WARNER,REP,7376,79.03139397835636
350,SECRETARY OF STATE,C_0,Results,Upshur,122815,0008,20,20,9333,1,THORNTON COOPER,DEM,1957,20.96860602164363
350,SECRETARY OF STATE,C_0,Results,Wayne,122816,0008,38,38,14187,0,KRIS WARNER,REP,10612,74.80087403961373
350,SECRETARY OF STATE,C_0,Results,Wayne,122816,0008,38,38,14187,1,THORNTON COOPER,DEM,3575,25.19912596038627
350,SECRETARY OF STATE,C_0,Results,Webster,122817,0008,12,12,2742,0,KRIS WARNER,REP,2209,80.56163384390955
350,SECRETARY OF STATE,C_0,Results,Webster,122817,0008,12,12,2742,1,THORNTON COOPER,DEM,533,19.438366156090446
350,SECRETARY OF STATE,C_0,Results,Wetzel,122818,0008,21,21,5722,0,KRIS WARNER,REP,4295,75.06116742397762
350,SECRETARY OF STATE,C_0,Results,Wetzel,122818,0008,21,21,5722,1,THORNTON COOPER,DEM,1427,24.93883257602237
350,SECRETARY OF STATE,C_0,Results,Wirt,122819,0008,10,10,2382,0,KRIS WARNER,REP,1930,81.02434928631402
350,SECRETARY OF STATE,C_0,Results,Wirt,122819,0008,10,10,2382,1,THORNTON COOPER,DEM,452,18.97565071368598
350,SECRETARY OF STATE,C_0,Results,Wood,122820,0008,69,69,35281,0,KRIS WARNER,REP,25589,72.52912332416882
350,SECRETARY OF STATE,C_0,Results,Wood,122820,0008,69,69,35281,1,THORNTON COOPER,DEM,9692,27.470876675831185
350,SECRETARY OF STATE,C_0,Results,Wyoming,122821,0008,26,26,6866,0,KRIS WARNER,REP,5727,83.4110107777454
350,SECRETARY OF STATE,C_0,Results,Wyoming,122821,0008,26,26,6866,1,THORNTON COOPER,DEM,1139,16.58898922225459
400,AUDITOR,C_0,Results,Barbour,122767,0009,13,13,5920,0,MARK HUNT,REP,4595,77.61824324324324
400,AUDITOR,C_0,Results,Barbour,122767,0009,13,13,5920,1,MARY ANN ROEBUCK CLAYTOR,DEM,1325,22.381756756756758
400,AUDITOR,C_0,Results,Berkeley,122768,0009,80,80,53184,0,MARK HUNT,REP,35641,67.01451564380265
400,AUDITOR,C_0,Results,Berkeley,122768,0009,80,80,53184,1,MARY ANN ROEBUCK CLAYTOR,DEM,17543,32.985484356197354
400,AUDITOR,C_0,Results,Boone,122769,0009,26,26,7563,0,MARK HUNT,REP,5595,73.97857992859976
400,AUDITOR,C_0,Results,Boone,122769,0009,26,26,7563,1,MARY ANN ROEBUCK CLAYTOR,DEM,1968,26.021420071400236
400,AUDITOR,C_0,Results,Braxton,122770,0009,18,18,4894,0,MARK HUNT,REP,3558,72.70126685737638
400,AUDITOR,C_0,Results,Braxton,122770,0009,18,18,4894,1,MARY ANN ROEBUCK CLAYTOR,DEM,1336,27.29873314262362
400,AUDITOR,C_0,Results,Brooke,122771,0009,21,21,9016,0,MARK HUNT,REP,6162,68.34516415261757
400,AUDITOR,C_0,Results,Brooke,122771,0009,21,21,9016,1,MARY ANN ROEBUCK CLAYTOR,DEM,2854,31.65483584738243
400,AUDITOR,C_0,Results,Cabell,122772,0009,68,68,32973,0,MARK HUNT,REP,19815,60.09462287325994
400,AUDITOR,C_0,Results,Cabell,122772,0009,68,68,32973,1,MARY ANN ROEBUCK CLAYTOR,DEM,13158,39.90537712674006
400,AUDITOR,C_0,Results,Calhoun,122773,0009,10,10,2609,0,MARK HUNT,REP,2020,77.4243004982752
400,AUDITOR,C_0,Results,Calhoun,122773,0009,10,10,2609,1,MARY ANN ROEBUCK CLAYTOR,DEM,589,22.5756995017248
400,AUDITOR,C_0,Results,Clay,122774,0009,11,11,3011,0,MARK HUNT,REP,2244,74.52673530388574
400,AUDITOR,C_0,Results,Clay,122774,0009,11,11,3011,1,MARY ANN ROEBUCK CLAYTOR,DEM,767,25.473264696114246
400,AUDITOR,C_0,Results,Doddridge,122775,0009,12,12,2739,0,MARK HUNT,REP,2297,83.86272362175977
400,AUDITOR,C_0,Results,Doddridge,122775,0009,12,12,2739,1,MARY ANN ROEBUCK CLAYTOR,DEM,442,16.137276378240234
400,AUDITOR,C_0,Results,Fayette,122776,0009,40,40,14630,0,MARK HUNT,REP,10164,69.47368421052632
400,AUDITOR,C_0,Results,Fayette,122776,0009,40,40,14630,1,MARY ANN ROEBUCK CLAYTOR,DEM,4466,30.526315789473685
400,AUDITOR,C_0,Results,Gilmer,122777,0009,10,10,2157,0,MARK HUNT,REP,1555,72.09086694483078
400,AUDITOR,C_0,Results,Gilmer,122777,0009,10,10,2157,1,MARY ANN ROEBUCK CLAYTOR,DEM,602,27.909133055169217
400,AUDITOR,C_0,Results,Grant,122778,0009,14,14,4948,0,MARK HUNT,REP,4346,87.83346806790622
400,AUDITOR,C_0,Results,Grant,122778,0009,14,14,4948,1,MARY ANN ROEBUCK CLAYTOR,DEM,602,12.166531932093775
400,AUDITOR,C_0,Results,Greenbrier,122779,0009,28,28,14083,0,MARK HUNT,REP,9861,70.02059220336577
400,AUDITOR,C_0,Results,Greenbrier,122779,0009,28,28,14083,1,MARY ANN ROEBUCK CLAYTOR,DEM,4222,29.979407796634238
400,AUDITOR,C_0,Results,Hampshire,122780,0009,25,25,9783,0,MARK HUNT,REP,7799,79.71992231421854
400,AUDITOR,C_0,Results,Hampshire,122780,0009,25,25,9783,1,MARY ANN ROEBUCK CLAYTOR,DEM,1984,20.280077685781457
400,AUDITOR,C_0,Results,Hancock,122781,0009,24,24,12175,0,MARK HUNT,REP,8584,70.50513347022587
400,AUDITOR,C_0,Results,Hancock,122781,0009,24,24,12175,1,MARY ANN ROEBUCK CLAYTOR,DEM,3591,29.49486652977413
400,AUDITOR,C_0,Results,Hardy,122782,0009,14,14,6002,0,MARK HUNT,REP,4553,75.85804731756082
400,AUDITOR,C_0,Results,Hardy,122782,0009,14,14,6002,1,MARY ANN ROEBUCK CLAYTOR,DEM,1449,24.141952682439186
400,AUDITOR,C_0,Results,Harrison,122783,0009,65,65,27777,0,MARK HUNT,REP,19029,68.50631817690895
400,AUDITOR,C_0,Results,Harrison,122783,0009,65,65,27777,1,MARY ANN ROEBUCK CLAYTOR,DEM,8748,31.493681823091045
400,AUDITOR,C_0,Results,Jackson,122784,0009,30,30,12180,0,MARK HUNT,REP,9365,76.88834154351396
400,AUDITOR,C_0,Results,Jackson,122784,0009,30,30,12180,1,MARY ANN ROEBUCK CLAYTOR,DEM,2815,23.111658456486044
400,AUDITOR,C_0,Results,Jefferson,122785,0009,28,28,27762,0,MARK HUNT,REP,16052,57.82004178373315
400,AUDITOR,C_0,Results,Jefferson,122785,0009,28,28,27762,1,MARY ANN ROEBUCK CLAYTOR,DEM,11710,42.17995821626684
400,AUDITOR,C_0,Results,Kanawha,122786,0009,184,184,70935,0,MARK HUNT,REP,40729,57.41735391555649
400,AUDITOR,C_0,Results,Kanawha,122786,0009,184,184,70935,1,MARY ANN ROEBUCK CLAYTOR,DEM,30206,42.5826460844435
400,AUDITOR,C_0,Results,Lewis,122787,0009,23,23,6683,0,MARK HUNT,REP,5148,77.03127338021847
400,AUDITOR,C_0,Results,Lewis,122787,0009,23,23,6683,1,MARY ANN ROEBUCK CLAYTOR,DEM,1535,22.968726619781535
400,AUDITOR,C_0,Results,Lincoln,122788,0009,14,14,6627,0,MARK HUNT,REP,5062,76.38448770182586
400,AUDITOR,C_0,Results,Lincoln,122788,0009,14,14,6627,1,MARY ANN ROEBUCK CLAYTOR,DEM,1565,23.615512298174135
400,AUDITOR,C_0,Results,Logan,122789,0009,34,34,9921,0,MARK HUNT,REP,7828,78.90333635722206
400,AUDITOR,C_0,Results,Logan,122789,0009,34,34,9921,1,MARY ANN ROEBUCK CLAYTOR,DEM,2093,21.096663642777948
400,AUDITOR,C_0,Results,Marion,122790,0009,65,65,23184,0,MARK HUNT,REP,14288,61.628709454796414
400,AUDITOR,C_0,Results,Marion,122790,0009,65,65,23184,1,MARY ANN ROEBUCK CLAYTOR,DEM,8896,38.37129054520359
400,AUDITOR,C_0,Results,Marshall,122791,0009,35,35,12485,0,MARK HUNT,REP,8767,70.22026431718061
400,AUDITOR,C_0,Results,Marshall,122791,0009,35,35,12485,1,MARY ANN ROEBUCK CLAYTOR,DEM,3718,29.779735682819386
400,AUDITOR,C_0,Results,Mason,122792,0009,30,30,9954,0,MARK HUNT,REP,7484,75.18585493269038
400,AUDITOR,C_0,Results,Mason,122792,0009,30,30,9954,1,MARY ANN ROEBUCK CLAYTOR,DEM,2470,24.814145067309624
400,AUDITOR,C_0,Results,McDowell,122793,0009,33,33,4534,0,MARK HUNT,REP,3404,75.07719453021615
400,AUDITOR,C_0,Results,McDowell,122793,0009,33,33,4534,1,MARY ANN ROEBUCK CLAYTOR,DEM,1130,24.922805469783853
400,AUDITOR,C_0,Results,Mercer,122794,0009,44,44,22098,0,MARK HUNT,REP,16976,76.82143180378314
400,AUDITOR,C_0,Results,Mercer,122794,0009,44,44,22098,1,MARY ANN ROEBUCK CLAYTOR,DEM,5122,23.178568196216855
400,AUDITOR,C_0,Results,Mineral,122795,0009,24,24,12307,0,MARK HUNT,REP,9698,78.80068253839279
400,AUDITOR,C_0,Results,Mineral,122795,0009,24,24,12307,1,MARY ANN ROEBUCK CLAYTOR,DEM,2609,21.199317461607215
400,AUDITOR,C_0,Results,Mingo,122796,0009,28,28,7407,0,MARK HUNT,REP,6123,82.66504657756177
400,AUDITOR,C_0,Results,Mingo,122796,0009,28,28,7407,1,MARY ANN ROEBUCK CLAYTOR,DEM,1284,17.334953422438236
400,AUDITOR,C_0,Results,Monongalia,122797,0009,43,43,39143,0,MARK HUNT,REP,20099,51.34762281889482
400,AUDITOR,C_0,Results,Monongalia,122797,0009,43,43,39143,1,MARY ANN ROEBUCK CLAYTOR,DEM,19044,48.65237718110518
400,AUDITOR,C_0,Results,Monroe,122798,0009,11,11,6003,0,MARK HUNT,REP,4756,79.22705314009661
400,AUDITOR,C_0,Results,Monroe,122798,0009,11,11,6003,1,MARY ANN ROEBUCK CLAYTOR,DEM,1247,20.77294685990338
400,AUDITOR,C_0,Results,Morgan,122799,0009,13,13,8441,0,MARK HUNT,REP,6453,76.44828811752163
400,AUDITOR,C_0,Results,Morgan,122799,0009,13,13,8441,1,MARY ANN ROEBUCK CLAYTOR,DEM,1988,23.55171188247838
400,AUDITOR,C_0,Results,Nicholas,122800,0009,28,28,9348,0,MARK HUNT,REP,7274,77.81343602909713
400,AUDITOR,C_0,Results,Nicholas,122800,0009,28,28,9348,1,MARY ANN ROEBUCK CLAYTOR,DEM,2074,22.186563970902867
400,AUDITOR,C_0,Results,Ohio,122801,0009,36,36,17548,0,MARK HUNT,REP,10660,60.747663551401864
400,AUDITOR,C_0,Results,Ohio,122801,0009,36,36,17548,1,MARY ANN ROEBUCK CLAYTOR,DEM,6888,39.25233644859813
400,AUDITOR,C_0,Results,Pendleton,122802,0009,9,9,3115,0,MARK HUNT,REP,2374,76.21187800963082
400,AUDITOR,C_0,Results,Pendleton,122802,0009,9,9,3115,1,MARY ANN ROEBUCK CLAYTOR,DEM,741,23.78812199036918
400,AUDITOR,C_0,Results,Pleasants,122803,0009,10,10,3104,0,MARK HUNT,REP,2355,75.86984536082474
400,AUDITOR,C_0,Results,Pleasants,122803,0009,10,10,3104,1,MARY ANN ROEBUCK CLAYTOR,DEM,749,24.13015463917526
400,AUDITOR,C_0,Results,Pocahontas,122804,0009,16,16,3531,0,MARK HUNT,REP,2505,70.94307561597282
400,AUDITOR,C_0,Results,Pocahontas,122804,0009,16,16,3531,1,MARY ANN ROEBUCK CLAYTOR,DEM,1026,29.056924384027187
400,AUDITOR,C_0,Results,Preston,122805,0009,28,28,13351,0,MARK HUNT,REP,10060,75.35016103662647
400,AUDITOR,C_0,Results,Preston,122805,0009,28,28,13351,1,MARY ANN ROEBUCK CLAYTOR,DEM,3291,24.64983896337353
400,AUDITOR,C_0,Results,Putnam,122806,0009,46,46,25862,0,MARK HUNT,REP,18280,70.68285515428042
400,AUDITOR,C_0,Results,Putnam,122806,0009,46,46,25862,1,MARY ANN ROEBUCK CLAYTOR,DEM,7582,29.31714484571959
400,AUDITOR,C_0,Results,Raleigh,122807,0009,60,60,28542,0,MARK HUNT,REP,21508,75.35561628477332
400,AUDITOR,C_0,Results,Raleigh,122807,0009,60,60,28542,1,MARY ANN ROEBUCK CLAYTOR,DEM,7034,24.644383715226684
400,AUDITOR,C_0,Results,Randolph,122808,0009,27,27,10762,0,MARK HUNT,REP,7550,70.15424642259804
400,AUDITOR,C_0,Results,Randolph,122808,0009,27,27,10762,1,MARY ANN ROEBUCK CLAYTOR,DEM,3212,29.845753577401968
400,AUDITOR,C_0,Results,Ritchie,122809,0009,9,9,3669,0,MARK HUNT,REP,3055,83.265194875988
400,AUDITOR,C_0,Results,Ritchie,122809,0009,9,9,3669,1,MARY ANN ROEBUCK CLAYTOR,DEM,614,16.73480512401199
400,AUDITOR,C_0,Results,Roane,122810,0009,18,18,5242,0,MARK HUNT,REP,4022,76.72644028996565
400,AUDITOR,C_0,Results,Roane,122810,0009,18,18,5242,1,MARY ANN ROEBUCK CLAYTOR,DEM,1220,23.273559710034338
400,AUDITOR,C_0,Results,Summers,122811,0009,14,14,4829,0,MARK HUNT,REP,3503,72.54089873679851
400,AUDITOR,C_0,Results,Summers,122811,0009,14,14,4829,1,MARY ANN ROEBUCK CLAYTOR,DEM,1326,27.45910126320149
400,AUDITOR,C_0,Results,Taylor,122812,0009,17,17,6903,0,MARK HUNT,REP,5032,72.89584238736782
400,AUDITOR,C_0,Results,Taylor,122812,0009,17,17,6903,1,MARY ANN ROEBUCK CLAYTOR,DEM,1871,27.10415761263219
400,AUDITOR,C_0,Results,Tucker,122813,0009,9,9,3340,0,MARK HUNT,REP,2318,69.40119760479043
400,AUDITOR,C_0,Results,Tucker,122813,0009,9,9,3340,1,MARY ANN ROEBUCK CLAYTOR,DEM,1022,30.598802395209578
400,AUDITOR,C_0,Results,Tyler,122814,0009,10,10,3369,0,MARK HUNT,REP,2706,80.32056990204809
400,AUDITOR,C_0,Results,Tyler,122814,0009,10,10,3369,1,MARY ANN ROEBUCK CLAYTOR,DEM,663,19.679430097951915
400,AUDITOR,C_0,Results,Upshur,122815,0009,20,20,9206,0,MARK HUNT,REP,7097,77.09102759070173
400,AUDITOR,C_0,Results,Upshur,122815,0009,20,20,9206,1,MARY ANN ROEBUCK CLAYTOR,DEM,2109,22.908972409298283
400,AUDITOR,C_0,Results,Wayne,122816,0009,38,38,14060,0,MARK HUNT,REP,10224,72.71692745376956
400,AUDITOR,C_0,Results,Wayne,122816,0009,38,38,14060,1,MARY ANN ROEBUCK CLAYTOR,DEM,3836,27.283072546230443
400,AUDITOR,C_0,Results,Webster,122817,0009,12,12,2692,0,MARK HUNT,REP,2075,77.08023774145617
400,AUDITOR,C_0,Results,Webster,122817,0009,12,12,2692,1,MARY ANN ROEBUCK CLAYTOR,DEM,617,22.919762258543834
400,AUDITOR,C_0,Results,Wetzel,122818,0009,21,21,5624,0,MARK HUNT,REP,4074,72.43954480796586
400,AUDITOR,C_0,Results,Wetzel,122818,0009,21,21,5624,1,MARY ANN ROEBUCK CLAYTOR,DEM,1550,27.56045519203414
400,AUDITOR,C_0,Results,Wirt,122819,0009,10,10,2358,0,MARK HUNT,REP,1871,79.34690415606445
400,AUDITOR,C_0,Results,Wirt,122819,0009,10,10,2358,1,MARY ANN ROEBUCK CLAYTOR,DEM,487,20.65309584393554
400,AUDITOR,C_0,Results,Wood,122820,0009,69,69,34886,0,MARK HUNT,REP,24637,70.62145273175486
400,AUDITOR,C_0,Results,Wood,122820,0009,69,69,34886,1,MARY ANN ROEBUCK CLAYTOR,DEM,10249,29.378547268245143
400,AUDITOR,C_0,Results,Wyoming,122821,0009,26,26,6759,0,MARK HUNT,REP,5507,81.47654978547122
400,AUDITOR,C_0,Results,Wyoming,122821,0009,26,26,6759,1,MARY ANN ROEBUCK CLAYTOR,DEM,1252,18.52345021452878
450,TREASURER,C_0,Results,Barbour,122767,0010,13,13,5298,0,LARRY PACK,REP,5298,100.0
450,TREASURER,C_0,Results,Berkeley,122768,0010,80,80,44958,0,LARRY PACK,REP,44958,100.0
450,TREASURER,C_0,Results,Boone,122769,0010,26,26,6618,0,LARRY PACK,REP,6618,100.0
450,TREASURER,C_0,Results,Braxton,122770,0010,18,18,4139,0,LARRY PACK,REP,4139,100.0
450,TREASURER,C_0,Results,Brooke,122771,0010,21,21,7788,0,LARRY PACK,REP,7788,100.0
450,TREASURER,C_0,Results,Cabell,122772,0010,68,68,26419,0,LARRY PACK,REP,26419,100.0
450,TREASURER,C_0,Results,Calhoun,122773,0010,10,10,2287,0,LARRY PACK,REP,2287,100.0
450,TREASURER,C_0,Results,Clay,122774,0010,11,11,2673,0,LARRY PACK,REP,2673,100.0
450,TREASURER,C_0,Results,Doddridge,122775,0010,12,12,2570,0,LARRY PACK,REP,2570,100.0
450,TREASURER,C_0,Results,Fayette,122776,0010,40,40,12302,0,LARRY PACK,REP,12302,100.0
450,TREASURER,C_0,Results,Gilmer,122777,0010,10,10,1871,0,LARRY PACK,REP,1871,100.0
450,TREASURER,C_0,Results,Grant,122778,0010,14,14,4614,0,LARRY PACK,REP,4614,100.0
450,TREASURER,C_0,Results,Greenbrier,122779,0010,28,28,11851,0,LARRY PACK,REP,11851,100.0
450,TREASURER,C_0,Results,Hampshire,122780,0010,25,25,8785,0,LARRY PACK,REP,8785,100.0
450,TREASURER,C_0,Results,Hancock,122781,0010,24,24,10688,0,LARRY PACK,REP,10688,100.0
450,TREASURER,C_0,Results,Hardy,122782,0010,14,14,5310,0,LARRY PACK,REP,5310,100.0
450,TREASURER,C_0,Results,Harrison,122783,0010,65,65,23634,0,LARRY PACK,REP,23634,100.0
450,TREASURER,C_0,Results,Jackson,122784,0010,30,30,10732,0,LARRY PACK,REP,10732,100.0
450,TREASURER,C_0,Results,Jefferson,122785,0010,28,28,21663,0,LARRY PACK,REP,21663,100.0
450,TREASURER,C_0,Results,Kanawha,122786,0010,184,184,55122,0,LARRY PACK,REP,55122,100.0
450,TREASURER,C_0,Results,Lewis,122787,0010,23,23,5952,0,LARRY PACK,REP,5952,100.0
450,TREASURER,C_0,Results,Lincoln,122788,0010,14,14,5915,0,LARRY PACK,REP,5915,100.0
450,TREASURER,C_0,Results,Logan,122789,0010,34,34,8742,0,LARRY PACK,REP,8742,100.0
450,TREASURER,C_0,Results,Marion,122790,0010,65,65,19213,0,LARRY PACK,REP,19213,100.0
450,TREASURER,C_0,Results,Marshall,122791,0010,35,35,10977,0,LARRY PACK,REP,10977,100.0
450,TREASURER,C_0,Results,Mason,122792,0010,30,30,8868,0,LARRY PACK,REP,8868,100.0
450,TREASURER,C_0,Results,McDowell,122793,0010,33,33,3961,0,LARRY PACK,REP,3961,100.0
450,TREASURER,C_0,Results,Mercer,122794,0010,44,44,19727,0,LARRY PACK,REP,19727,100.0
450,TREASURER,C_0,Results,Mineral,122795,0010,24,24,11118,0,LARRY PACK,REP,11118,100.0
450,TREASURER,C_0,Results,Mingo,122796,0010,28,28,6758,0,LARRY PACK,REP,6758,100.0
450,TREASURER,C_0,Results,Monongalia,122797,0010,43,43,29752,0,LARRY PACK,REP,29752,100.0
450,TREASURER,C_0,Results,Monroe,122798,0010,11,11,5414,0,LARRY PACK,REP,5414,100.0
450,TREASURER,C_0,Results,Morgan,122799,0010,13,13,7376,0,LARRY PACK,REP,7376,100.0
450,TREASURER,C_0,Results,Nicholas,122800,0010,28,28,8176,0,LARRY PACK,REP,8176,100.0
450,TREASURER,C_0,Results,Ohio,122801,0010,36,36,14509,0,LARRY PACK,REP,14509,100.0
450,TREASURER,C_0,Results,Pendleton,122802,0010,9,9,2696,0,LARRY PACK,REP,2696,100.0
450,TREASURER,C_0,Results,Pleasants,122803,0010,10,10,2791,0,LARRY PACK,REP,2791,100.0
450,TREASURER,C_0,Results,Pocahontas,122804,0010,16,16,2972,0,LARRY PACK,REP,2972,100.0
450,TREASURER,C_0,Results,Preston,122805,0010,28,28,11921,0,LARRY PACK,REP,11921,100.0
450,TREASURER,C_0,Results,Putnam,122806,0010,46,46,21909,0,LARRY PACK,REP,21909,100.0
450,TREASURER,C_0,Results,Raleigh,122807,0010,60,60,25208,0,LARRY PACK,REP,25208,100.0
450,TREASURER,C_0,Results,Randolph,122808,0010,27,27,9140,0,LARRY PACK,REP,9140,100.0
450,TREASURER,C_0,Results,Ritchie,122809,0010,9,9,3390,0,LARRY PACK,REP,3390,100.0
450,TREASURER,C_0,Results,Roane,122810,0010,18,18,4571,0,LARRY PACK,REP,4571,100.0
450,TREASURER,C_0,Results,Summers,122811,0010,14,14,4234,0,LARRY PACK,REP,4234,100.0
450,TREASURER,C_0,Results,Taylor,122812,0010,17,17,6123,0,LARRY PACK,REP,6123,100.0
450,TREASURER,C_0,Results,Tucker,122813,0010,9,9,2779,0,LARRY PACK,REP,2779,100.0
450,TREASURER,C_0,Results,Tyler,122814,0010,10,10,3127,0,LARRY PACK,REP,3127,100.0
450,TREASURER,C_0,Results,Upshur,122815,0010,20,20,8159,0,LARRY PACK,REP,8159,100.0
450,TREASURER,C_0,Results,Wayne,122816,0010,38,38,12214,0,LARRY PACK,REP,12214,100.0
450,TREASURER,C_0,Results,Webster,122817,0010,12,12,2361,0,LARRY PACK,REP,2361,100.0
450,TREASURER,C_0,Results,Wetzel,122818,0010,21,21,4931,0,LARRY PACK,REP,4931,100.0
450,TREASURER,C_0,Results,Wirt,122819,0010,10,10,2168,0,LARRY PACK,REP,2168,100.0
450,TREASURER,C_0,Results,Wood,122820,0010,69,69,29896,0,LARRY PACK,REP,29896,100.0
450,TREASURER,C_0,Results,Wyoming,122821,0010,26,26,6348,0,LARRY PACK,REP,6348,100.0
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Barbour,122767,0011,13,13,6034,0,KENT LEONHARDT,REP,4470,74.08021213125622
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Barbour,122767,0011,13,13,6034,1,DEBORAH STILES,DEM,1564,25.91978786874379
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Berkeley,122768,0011,80,80,53256,0,KENT LEONHARDT,REP,35906,67.42151119122728
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Berkeley,122768,0011,80,80,53256,1,DEBORAH STILES,DEM,17350,32.57848880877272
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Boone,122769,0011,26,26,7397,0,KENT LEONHARDT,REP,5265,71.1775043936731
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Boone,122769,0011,26,26,7397,1,DEBORAH STILES,DEM,2132,28.822495606326886
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Braxton,122770,0011,18,18,4931,0,KENT LEONHARDT,REP,3492,70.81727844250659
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Braxton,122770,0011,18,18,4931,1,DEBORAH STILES,DEM,1439,29.18272155749341
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Brooke,122771,0011,21,21,9020,0,KENT LEONHARDT,REP,6124,67.89356984478935
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Brooke,122771,0011,21,21,9020,1,DEBORAH STILES,DEM,2896,32.10643015521064
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Cabell,122772,0011,68,68,32582,0,KENT LEONHARDT,REP,19711,60.49659321097538
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Cabell,122772,0011,68,68,32582,1,DEBORAH STILES,DEM,12871,39.503406789024616
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Calhoun,122773,0011,10,10,2610,0,KENT LEONHARDT,REP,1954,74.86590038314176
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Calhoun,122773,0011,10,10,2610,1,DEBORAH STILES,DEM,656,25.134099616858236
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Clay,122774,0011,11,11,2971,0,KENT LEONHARDT,REP,2206,74.25109390777516
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Clay,122774,0011,11,11,2971,1,DEBORAH STILES,DEM,765,25.74890609222484
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Doddridge,122775,0011,12,12,2790,0,KENT LEONHARDT,REP,2386,85.51971326164875
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Doddridge,122775,0011,12,12,2790,1,DEBORAH STILES,DEM,404,14.480286738351255
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Fayette,122776,0011,40,40,14480,0,KENT LEONHARDT,REP,9758,67.38950276243094
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Fayette,122776,0011,40,40,14480,1,DEBORAH STILES,DEM,4722,32.61049723756906
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Gilmer,122777,0011,10,10,2204,0,KENT LEONHARDT,REP,1631,74.00181488203266
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Gilmer,122777,0011,10,10,2204,1,DEBORAH STILES,DEM,573,25.99818511796733
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Grant,122778,0011,14,14,5051,0,KENT LEONHARDT,REP,4300,85.13165709760443
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Grant,122778,0011,14,14,5051,1,DEBORAH STILES,DEM,751,14.868342902395565
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Greenbrier,122779,0011,28,28,14203,0,KENT LEONHARDT,REP,10096,71.08357389283954
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Greenbrier,122779,0011,28,28,14203,1,DEBORAH STILES,DEM,4107,28.916426107160458
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hampshire,122780,0011,25,25,9841,0,KENT LEONHARDT,REP,7709,78.33553500660501
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hampshire,122780,0011,25,25,9841,1,DEBORAH STILES,DEM,2132,21.66446499339498
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hancock,122781,0011,24,24,12182,0,KENT LEONHARDT,REP,8607,70.65342308323757
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hancock,122781,0011,24,24,12182,1,DEBORAH STILES,DEM,3575,29.346576916762434
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hardy,122782,0011,14,14,6102,0,KENT LEONHARDT,REP,4582,75.09013438216978
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Hardy,122782,0011,14,14,6102,1,DEBORAH STILES,DEM,1520,24.90986561783022
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Harrison,122783,0011,65,65,27876,0,KENT LEONHARDT,REP,19152,68.70426173052088
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Harrison,122783,0011,65,65,27876,1,DEBORAH STILES,DEM,8724,31.295738269479124
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Jackson,122784,0011,30,30,12171,0,KENT LEONHARDT,REP,9355,76.86303508339496
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Jackson,122784,0011,30,30,12171,1,DEBORAH STILES,DEM,2816,23.136964916605045
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Jefferson,122785,0011,28,28,27777,0,KENT LEONHARDT,REP,16260,58.53763905389351
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Jefferson,122785,0011,28,28,27777,1,DEBORAH STILES,DEM,11517,41.46236094610649
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Kanawha,122786,0011,184,184,69061,0,KENT LEONHARDT,REP,40498,58.64091165780976
500,COMMISSIONER OF AGRICULTURE,C_0,Results,Kanawha,122786,0011,184,184,69061,1,DEBORAH STILES,DEM,28563,41.35908834219023
