contest_key,contest,category_key,category,county,county_eid,county_cid,county_precincts_total,county_precincts_reporting,county_total_votes,candidate_index,candidate,party,votes,pct
150,U.S. SENATOR,C_0,Results,Wirt,122819,0005,10,10,2520,1,GLENN ELLIOTT,DEM,419,16.626984126984127
150,U.S. SENATOR,C_0,Results,Wirt,122819,0005,10,10,2520,2,DAVID MORAN,LBN,100,3.968253968253968
150,U.S. SENATOR,C_0,Results,Wood,122820,0005,69,69,36643,0,JIM JUSTICE,REP,26084,71.18412793712305
150,U.S. SENATOR,C_0,Results,Wood,122820,0005,69,69,36643,1,GLENN ELLIOTT,DEM,9381,25.601069781404362
150,U.S. SENATOR,C_0,Results,Wood,122820,0005,69,69,36643,2,DAVID MORAN,LBN,1178,3.2148022814725867
150,U.S. SENATOR,C_0,Results,Wyoming,122821,0005,26,26,7378,0,JIM JUSTICE,REP,6207,84.1284901057197
150,U.S. SENATOR,C_0,Results,Wyoming,122821,0005,26,26,7378,1,GLENN ELLIOTT,DEM,956,12.957441040932501
150,U.S. SENATOR,C_0,Results,Wyoming,122821,0005,26,26,7378,2,DAVID MORAN,LBN,215,2.9140688533477905
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Boone,122769,0006,26,26,7700,0,CAROL MILLER,REP,5180,67.27272727272727
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Boone,122769,0006,26,26,7700,1,CHRIS BOB REED,DEM,1958,25.428571428571427
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Boone,122769,0006,26,26,7700,2,WES HOLDEN,IND,562,7.298701298701299
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Braxton,122770,0006,18,18,4988,0,CAROL MILLER,REP,3435,68.86527666399358
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Braxton,122770,0006,18,18,4988,1,CHRIS BOB REED,DEM,1346,26.98476343223737
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Braxton,122770,0006,18,18,4988,2,WES HOLDEN,IND,207,4.149959903769046
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Cabell,122772,0006,68,68,34225,0,CAROL MILLER,REP,21776,63.62600438276114
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Cabell,122772,0006,68,68,34225,1,CHRIS BOB REED,DEM,10706,31.281227173119063
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Cabell,122772,0006,68,68,34225,2,WES HOLDEN,IND,1743,5.092768444119796
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Calhoun,122773,0006,10,10,2636,0,CAROL MILLER,REP,1882,71.39605462822458
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Calhoun,122773,0006,10,10,2636,1,CHRIS BOB REED,DEM,571,21.661608497723826
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Calhoun,122773,0006,10,10,2636,2,WES HOLDEN,IND,183,6.942336874051594
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Clay,122774,0006,11,11,3021,0,CAROL MILLER,REP,2058,68.12313803376365
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Clay,122774,0006,11,11,3021,1,CHRIS BOB REED,DEM,726,24.0317775571003
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Clay,122774,0006,11,11,3021,2,WES HOLDEN,IND,237,7.845084409136048
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Fayette,122776,0006,40,40,14807,0,CAROL MILLER,REP,9569,64.62483960289053
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Fayette,122776,0006,40,40,14807,1,CHRIS BOB REED,DEM,4064,27.446478017154046
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Fayette,122776,0006,40,40,14807,2,WES HOLDEN,IND,1174,7.9286823799554265
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Gilmer,122777,0006,10,10,2170,0,CAROL MILLER,REP,1448,66.72811059907833
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Gilmer,122777,0006,10,10,2170,1,CHRIS BOB REED,DEM,617,28.433179723502306
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Gilmer,122777,0006,10,10,2170,2,WES HOLDEN,IND,105,4.838709677419355
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Greenbrier,122779,0006,28,28,14195,0,CAROL MILLER,REP,9759,68.74955970412117
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Greenbrier,122779,0006,28,28,14195,1,CHRIS BOB REED,DEM,3686,25.966889749911942
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Greenbrier,122779,0006,28,28,14195,2,WES HOLDEN,IND,750,5.2835505459668894
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Jackson,122784,0006,30,30,12292,0,CAROL MILLER,REP,8430,68.58119101854865
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Jackson,122784,0006,30,30,12292,1,CHRIS BOB REED,DEM,2487,20.232671656361862
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Jackson,122784,0006,30,30,12292,2,WES HOLDEN,IND,1375,11.186137325089488
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Kanawha,122786,0006,184,184,71466,0,CAROL MILLER,REP,36376,50.899728542243864
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Kanawha,122786,0006,184,184,71466,1,CHRIS BOB REED,DEM,26487,37.062379313239866
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Kanawha,122786,0006,184,184,71466,2,WES HOLDEN,IND,8603,12.037892144516274
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Lincoln,122788,0006,14,14,6809,0,CAROL MILLER,REP,5002,73.46159494786312
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Lincoln,122788,0006,14,14,6809,1,CHRIS BOB REED,DEM,1369,20.105742399765017
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Lincoln,122788,0006,14,14,6809,2,WES HOLDEN,IND,438,6.432662652371861
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Logan,122789,0006,34,34,10238,0,CAROL MILLER,REP,7647,74.69232271928111
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Logan,122789,0006,34,34,10238,1,CHRIS BOB REED,DEM,2048,20.003907013088494
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Logan,122789,0006,34,34,10238,2,WES HOLDEN,IND,543,5.303770267630396
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mason,122792,0006,30,30,10148,0,CAROL MILLER,REP,7496,73.86677177769019
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mason,122792,0006,30,30,10148,1,CHRIS BOB REED,DEM,2077,20.46708711076074
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mason,122792,0006,30,30,10148,2,WES HOLDEN,IND,575,5.666141111549074
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,McDowell,122793,0006,33,33,4680,0,CAROL MILLER,REP,3340,71.36752136752136
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,McDowell,122793,0006,33,33,4680,1,CHRIS BOB REED,DEM,1063,22.713675213675213
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,McDowell,122793,0006,33,33,4680,2,WES HOLDEN,IND,277,5.918803418803418
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mercer,122794,0006,44,44,22490,0,CAROL MILLER,REP,16933,75.29124055135615
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mercer,122794,0006,44,44,22490,1,CHRIS BOB REED,DEM,4507,20.040017785682526
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mercer,122794,0006,44,44,22490,2,WES HOLDEN,IND,1050,4.668741662961316
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mingo,122796,0006,28,28,7650,0,CAROL MILLER,REP,6022,78.71895424836602
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mingo,122796,0006,28,28,7650,1,CHRIS BOB REED,DEM,1305,17.058823529411764
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Mingo,122796,0006,28,28,7650,2,WES HOLDEN,IND,323,4.222222222222222
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Monroe,122798,0006,11,11,6104,0,CAROL MILLER,REP,4658,76.31061598951507
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Monroe,122798,0006,11,11,6104,1,CHRIS BOB REED,DEM,1109,18.168414154652687
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Monroe,122798,0006,11,11,6104,2,WES HOLDEN,IND,337,5.520969855832241
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Nicholas,122800,0006,28,28,9544,0,CAROL MILLER,REP,7088,74.26655490360436
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Nicholas,122800,0006,28,28,9544,1,CHRIS BOB REED,DEM,1960,20.536462699077955
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Nicholas,122800,0006,28,28,9544,2,WES HOLDEN,IND,496,5.1969823973176865
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pendleton,122802,0006,9,9,3143,0,CAROL MILLER,REP,2338,74.38752783964365
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pendleton,122802,0006,9,9,3143,1,CHRIS BOB REED,DEM,629,20.01272669424117
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pendleton,122802,0006,9,9,3143,2,WES HOLDEN,IND,176,5.599745466115177
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pocahontas,122804,0006,16,16,3633,0,CAROL MILLER,REP,2493,68.62097440132122
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pocahontas,122804,0006,16,16,3633,1,CHRIS BOB REED,DEM,923,25.406000550509223
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Pocahontas,122804,0006,16,16,3633,2,WES HOLDEN,IND,217,5.973025048169557
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Putnam,122806,0006,46,46,26281,0,CAROL MILLER,REP,17882,68.04155093032989
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Putnam,122806,0006,46,46,26281,1,CHRIS BOB REED,DEM,6490,24.694646322438263
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Putnam,122806,0006,46,46,26281,2,WES HOLDEN,IND,1909,7.26380274723184
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Raleigh,122807,0006,60,60,29073,0,CAROL MILLER,REP,20705,71.217280638393
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Raleigh,122807,0006,60,60,29073,1,CHRIS BOB REED,DEM,6249,21.494169848312865
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Raleigh,122807,0006,60,60,29073,2,WES HOLDEN,IND,2119,7.2885495132941225
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Roane,122810,0006,18,18,5257,0,CAROL MILLER,REP,3651,69.45025680045653
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Roane,122810,0006,18,18,5257,1,CHRIS BOB REED,DEM,1139,21.666349629066005
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Roane,122810,0006,18,18,5257,2,WES HOLDEN,IND,467,8.883393570477459
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Summers,122811,0006,14,14,4958,0,CAROL MILLER,REP,3504,70.67365873336023
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Summers,122811,0006,14,14,4958,1,CHRIS BOB REED,DEM,1193,24.062121823315852
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Summers,122811,0006,14,14,4958,2,WES HOLDEN,IND,261,5.264219443323921
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wayne,122816,0006,38,38,14629,0,CAROL MILLER,REP,10754,73.51151821723973
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wayne,122816,0006,38,38,14629,1,CHRIS BOB REED,DEM,3144,21.491557864515688
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wayne,122816,0006,38,38,14629,2,WES HOLDEN,IND,731,4.996923918244582
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Webster,122817,0006,12,12,2717,0,CAROL MILLER,REP,2039,75.046006624954
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Webster,122817,0006,12,12,2717,1,CHRIS BOB REED,DEM,555,20.426941479573056
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Webster,122817,0006,12,12,2717,2,WES HOLDEN,IND,123,4.5270518954729475
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wirt,122819,0006,10,10,2370,0,CAROL MILLER,REP,1761,74.30379746835443
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wirt,122819,0006,10,10,2370,1,CHRIS BOB REED,DEM,449,18.945147679324894
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wirt,122819,0006,10,10,2370,2,WES HOLDEN,IND,160,6.751054852320674
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wyoming,122821,0006,26,26,6921,0,CAROL MILLER,REP,5265,76.07282184655396
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wyoming,122821,0006,26,26,6921,1,CHRIS BOB REED,DEM,1181,17.064008091316285
200,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",C_0,Results,Wyoming,122821,0006,26,26,6921,2,WES HOLDEN,IND,475,6.8631700621297504
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Barbour,122767,0006,13,13,6047,0,RILEY MOORE,REP,4800,79.37820406813296
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Barbour,122767,0006,13,13,6047,1,STEVEN WENDELIN,DEM,1247,20.62179593186704
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Berkeley,122768,0006,80,80,53956,0,RILEY MOORE,REP,38173,70.74838757506116
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Berkeley,122768,0006,80,80,53956,1,STEVEN WENDELIN,DEM,15783,29.251612424938838
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Brooke,122771,0006,21,21,9163,0,RILEY MOORE,REP,6752,73.6876568809342
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Brooke,122771,0006,21,21,9163,1,STEVEN WENDELIN,DEM,2411,26.312343119065808
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Doddridge,122775,0006,12,12,2803,0,RILEY MOORE,REP,2420,86.33606849803782
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Doddridge,122775,0006,12,12,2803,1,STEVEN WENDELIN,DEM,383,13.663931501962184
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Grant,122778,0006,14,14,5106,0,RILEY MOORE,REP,4271,83.64669016842929
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Grant,122778,0006,14,14,5106,1,STEVEN WENDELIN,DEM,835,16.3533098315707
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hampshire,122780,0006,25,25,9967,0,RILEY MOORE,REP,7626,76.51249122102939
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hampshire,122780,0006,25,25,9967,1,STEVEN WENDELIN,DEM,2341,23.487508778970604
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hancock,122781,0006,24,24,12336,0,RILEY MOORE,REP,9269,75.13780804150454
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hancock,122781,0006,24,24,12336,1,STEVEN WENDELIN,DEM,3067,24.862191958495462
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hardy,122782,0006,14,14,6171,0,RILEY MOORE,REP,4113,66.65046183762762
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Hardy,122782,0006,14,14,6171,1,STEVEN WENDELIN,DEM,2058,33.34953816237239
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Harrison,122783,0006,65,65,28072,0,RILEY MOORE,REP,20290,72.27842690225135
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Harrison,122783,0006,65,65,28072,1,STEVEN WENDELIN,DEM,7782,27.721573097748646
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Jefferson,122785,0006,28,28,28462,0,RILEY MOORE,REP,17827,62.63438971259926
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Jefferson,122785,0006,28,28,28462,1,STEVEN WENDELIN,DEM,10635,37.36561028740075
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Lewis,122787,0006,23,23,6763,0,RILEY MOORE,REP,5376,79.49134999260683
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Lewis,122787,0006,23,23,6763,1,STEVEN WENDELIN,DEM,1387,20.50865000739317
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Marion,122790,0006,65,65,23513,0,RILEY MOORE,REP,15691,66.73329647429081
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Marion,122790,0006,65,65,23513,1,STEVEN WENDELIN,DEM,7822,33.26670352570918
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Marshall,122791,0006,35,35,12648,0,RILEY MOORE,REP,9617,76.03573687539532
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Marshall,122791,0006,35,35,12648,1,STEVEN WENDELIN,DEM,3031,23.96426312460468
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Mineral,122795,0006,24,24,12443,0,RILEY MOORE,REP,9721,78.12424656433336
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Mineral,122795,0006,24,24,12443,1,STEVEN WENDELIN,DEM,2722,21.87575343566664
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Monongalia,122797,0006,43,43,39588,0,RILEY MOORE,REP,21284,53.763766798019596
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Monongalia,122797,0006,43,43,39588,1,STEVEN WENDELIN,DEM,18304,46.2362332019804
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Morgan,122799,0006,13,13,8587,0,RILEY MOORE,REP,6758,78.70036101083032
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Morgan,122799,0006,13,13,8587,1,STEVEN WENDELIN,DEM,1829,21.299638989169676
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Ohio,122801,0006,36,36,17778,0,RILEY MOORE,REP,11925,67.07728653391833
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Ohio,122801,0006,36,36,17778,1,STEVEN WENDELIN,DEM,5853,32.922713466081674
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Pleasants,122803,0006,10,10,3133,0,RILEY MOORE,REP,2495,79.63613150335142
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Pleasants,122803,0006,10,10,3133,1,STEVEN WENDELIN,DEM,638,20.36386849664858
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Preston,122805,0006,28,28,13546,0,RILEY MOORE,REP,10567,78.00826812343126
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Preston,122805,0006,28,28,13546,1,STEVEN WENDELIN,DEM,2979,21.99173187656873
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Randolph,122808,0006,27,27,10938,0,RILEY MOORE,REP,7871,71.96013896507588
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Randolph,122808,0006,27,27,10938,1,STEVEN WENDELIN,DEM,3067,28.03986103492412
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Ritchie,122809,0006,9,9,3742,0,RILEY MOORE,REP,3212,85.83645109567077
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Ritchie,122809,0006,9,9,3742,1,STEVEN WENDELIN,DEM,530,14.163548904329234
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Taylor,122812,0006,17,17,6993,0,RILEY MOORE,REP,5400,77.22007722007721
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Taylor,122812,0006,17,17,6993,1,STEVEN WENDELIN,DEM,1593,22.779922779922778
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Tucker,122813,0006,9,9,3441,0,RILEY MOORE,REP,2467,71.69427492008137
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Tucker,122813,0006,9,9,3441,1,STEVEN WENDELIN,DEM,974,28.30572507991863
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Tyler,122814,0006,10,10,3399,0,RILEY MOORE,REP,2807,82.58311268020006
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Tyler,122814,0006,10,10,3399,1,STEVEN WENDELIN,DEM,592,17.416887319799944
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Upshur,122815,0006,20,20,9330,0,RILEY MOORE,REP,7351,78.78885316184352
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Upshur,122815,0006,20,20,9330,1,STEVEN WENDELIN,DEM,1979,21.211146838156484
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Wetzel,122818,0006,21,21,5720,0,RILEY MOORE,REP,4394,76.81818181818181
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Wetzel,122818,0006,21,21,5720,1,STEVEN WENDELIN,DEM,1326,23.18181818181818
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Wood,122820,0006,69,69,35320,0,RILEY MOORE,REP,25713,72.80011325028313
250,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",C_0,Results,Wood,122820,0006,69,69,35320,1,STEVEN WENDELIN,DEM,9607,27.199886749716875
300,GOVERNOR,C_0,Results,Barbour,122767,0007,13,13,6234,0,PATRICK MORRISEY,REP,4521,72.52165543792107
300,GOVERNOR,C_0,Results,Barbour,122767,0007,13,13,6234,1,STEVE WILLIAMS,DEM,1298,20.82130253448829
300,GOVERNOR,C_0,Results,Barbour,122767,0007,13,13,6234,2,ERIKA KLIE KOLENICH,LBN,318,5.101058710298364
300,GOVERNOR,C_0,Results,Barbour,122767,0007,13,13,6234,3,S. MARSHALL WILSON,CST,69,1.1068334937439845
300,GOVERNOR,C_0,Results,Barbour,122767,0007,13,13,6234,4,CHASE LINKO-LOOPER,MTN,28,0.44914982354828364
300,GOVERNOR,C_0,Results,Berkeley,122768,0007,80,80,55041,0,PATRICK MORRISEY,REP,33619,61.07992223978489
300,GOVERNOR,C_0,Results,Berkeley,122768,0007,80,80,55041,1,STEVE WILLIAMS,DEM,15120,27.47043113315528
300,GOVERNOR,C_0,Results,Berkeley,122768,0007,80,80,55041,2,ERIKA KLIE KOLENICH,LBN,1079,1.960356824912338
300,GOVERNOR,C_0,Results,Berkeley,122768,0007,80,80,55041,3,S. MARSHALL WILSON,CST,4848,8.807979506186298
300,GOVERNOR,C_0,Results,Berkeley,122768,0007,80,80,55041,4,CHASE LINKO-LOOPER,MTN,375,0.6813102959611926
300,GOVERNOR,C_0,Results,Boone,122769,0007,26,26,7841,0,PATRICK MORRISEY,REP,4874,62.16043871955108
300,GOVERNOR,C_0,Results,Boone,122769,0007,26,26,7841,1,STEVE WILLIAMS,DEM,2509,31.99846958296136
300,GOVERNOR,C_0,Results,Boone,122769,0007,26,26,7841,2,ERIKA KLIE KOLENICH,LBN,138,1.759979594439485
300,GOVERNOR,C_0,Results,Boone,122769,0007,26,26,7841,3,S. MARSHALL WILSON,CST,112,1.4283892360668282
300,GOVERNOR,C_0,Results,Boone,122769,0007,26,26,7841,4,CHASE LINKO-LOOPER,MTN,208,2.6527228669812524
300,GOVERNOR,C_0,Results,Braxton,122770,0007,18,18,5160,0,PATRICK MORRISEY,REP,3329,64.51550387596899
300,GOVERNOR,C_0,Results,Braxton,122770,0007,18,18,5160,1,STEVE WILLIAMS,DEM,1535,29.748062015503873
300,GOVERNOR,C_0,Results,Braxton,122770,0007,18,18,5160,2,ERIKA KLIE KOLENICH,LBN,187,3.6240310077519378
300,GOVERNOR,C_0,Results,Braxton,122770,0007,18,18,5160,3,S. MARSHALL WILSON,CST,65,1.2596899224806202
300,GOVERNOR,C_0,Results,Braxton,122770,0007,18,18,5160,4,CHASE LINKO-LOOPER,MTN,44,0.8527131782945736
300,GOVERNOR,C_0,Results,Brooke,122771,0007,21,21,9429,0,PATRICK MORRISEY,REP,6250,66.28486583943155
300,GOVERNOR,C_0,Results,Brooke,122771,0007,21,21,9429,1,STEVE WILLIAMS,DEM,2615,27.733587867218155
300,GOVERNOR,C_0,Results,Brooke,122771,0007,21,21,9429,2,ERIKA KLIE KOLENICH,LBN,331,3.5104464948562946
300,GOVERNOR,C_0,Results,Brooke,122771,0007,21,21,9429,3,S. MARSHALL WILSON,CST,152,1.6120479372149752
